i_idx,movie_id,title
1523,1525,"Object of My Affection, The (1998)"
1524,1569,"Vie est belle, La (Life is Rosey) (1987)"
1525,1568,Vermont Is For Lovers (1992)
1526,1408,Gordy (1995)
1527,1602,"Price Above Rubies, A (1998)"
1528,1381,Losing Chase (1996)
1529,1340,"Crude Oasis, The (1995)"
1530,1055,"Simple Twist of Fate, A (1994)"
1531,1440,Above the Rim (1994)
1532,1358,The Deadly Cure (1996)
1533,1502,Naked in New York (1994)
1534,1171,Wild Reeds (1994)
1535,1619,All Things Fair (1996)
1536,1319,"Neon Bible, The (1995)"
1537,1601,Office Killer (1997)
1538,1620,"Sixth Man, The (1997)"
1539,1474,Nina Takes a Lover (1994)
1540,1145,Blue Chips (1994)
1541,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
1542,799,Boys Life (1995)
1543,1535,"Enfer, L' (1994)"
1544,1615,Warriors of Virtue (1997)
1545,1583,"Invitation, The (Zaproszenie) (1986)"
1546,1475,Bhaji on the Beach (1993)
1547,1624,Hush (1998)
1548,1234,Chairman of the Board (1998)
1549,1323,"Wooden Man's Bride, The (Wu Kui) (1994)"
1550,1541,"Beans of Egypt, Maine, The (1994)"
1551,1609,B*A*P*S (1997)
1552,1651,"Spanish Prisoner, The (1997)"
1553,1414,Coldblooded (1995)
1554,1486,Girl in the Cadillac (1995)
1555,1552,"Hunted, The (1995)"
1556,1614,"Reluctant Debutante, The (1958)"
1557,1570,Quartier Mozart (1992)
1558,1335,American Buffalo (1996)
1559,1251,A Chef in Love (1996)
1560,1233,Nénette et Boni (1996)
1561,1612,"Leading Man, The (1996)"
1562,1599,Someone Else's America (1995)
1563,1607,Hurricane Streets (1998)
1564,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
1565,1649,"Big One, The (1997)"
1566,1656,Little City (1998)
1567,1321,Open Season (1996)
1568,1380,Hollow Reed (1996)
1569,1491,Tough and Deadly (1995)
1570,1610,"Truth or Consequences, N.M. (1997)"
1571,1642,Some Mother's Son (1996)
1572,1572,Wend Kuuni (God's Gift) (1982)
1573,1629,Nico Icon (1995)
1574,1481,S.F.W. (1994)
1575,1628,Lamerica (1994)
1576,1144,"Quiet Room, The (1996)"
1577,1490,Fausto (1993)
1578,1600,Guantanamera (1994)
1579,1653,Entertaining Angels: The Dorothy Day Story (1996)
1580,1452,Lady of Burlesque (1943)
1581,1644,Sudden Manhattan (1996)
1582,1595,Shopping (1994)
1583,1410,Harlem (1993)
1584,1548,The Courtyard (1995)
1585,1655,"Favor, The (1994)"
1586,1654,Chairman of the Board (1998)
1587,1027,"Shooter, The (1995)"
1588,1482,"Gate of Heavenly Peace, The (1995)"
1589,1657,Target (1995)
1590,1639,Bitter Sugar (Azucar Amargo) (1996)
1591,1650,"Butcher Boy, The (1998)"
1592,1196,"Savage Nights (Nuits fauves, Les) (1992)"
1593,1660,Small Faces (1995)
1594,1509,Getting Even with Dad (1994)
1595,897,Time Tracers (1995)
1596,1365,Johnny 100 Pesos (1993)
1597,1661,"New Age, The (1994)"
1598,1423,"Walking Dead, The (1995)"
1599,1515,Wings of Courage (1995)
1600,1658,"Substance of Fire, The (1996)"
1601,1621,Butterfly Kiss (1995)
1602,1662,Rough Magic (1995)
1603,1646,Men With Guns (1997)
1604,1632,Land and Freedom (Tierra y libertad) (1995)
1605,1618,King of New York (1990)
1606,1647,Hana-bi (1997)
1607,1429,Sliding Doors (1998)
1608,1643,Angel Baby (1995)
1609,987,Underworld (1997)
1610,1581,"Woman in Question, The (1950)"
1611,1584,"Symphonie pastorale, La (1946)"
1612,1669,MURDER and murder (1996)
1613,1664,8 Heads in a Duffel Bag (1997)
1614,1613,Tokyo Fist (1995)
1615,911,Twilight (1998)
1616,1130,Jupiter's Wife (1994)
1617,1663,Nothing Personal (1995)
1618,1652,Temptress Moon (Feng Yue) (1996)
1619,1467,"Saint of Fort Washington, The (1993)"
1620,1634,Etz Hadomim Tafus (Under the Domin Tree) (1994)
1621,1256,"Designated Mourner, The (1997)"
1622,1606,Deceiver (1997)
1623,1544,It Takes Two (1995)
1624,1622,"Paris, France (1993)"
1625,1329,"Low Life, The (1994)"
1626,1494,"Mostro, Il (1994)"
1627,1672,Kika (1993)
1628,1673,Mirage (1995)
1629,1382,"Bonheur, Le (1965)"
1630,1633,Á köldum klaka (Cold Fever) (1994)
1631,1677,Sweet Nothing (1995)
1632,1679,B. Monkey (1998)
1633,1577,"Death in the Garden (Mort en ce jardin, La) (1956)"
1634,1666,Ripe (1996)
1635,1356,Ed's Next Move (1996)
1636,1635,Two Friends (1986) 
1637,1433,Men of Means (1998)
1638,1648,"Niagara, Niagara (1997)"
1639,1573,Spirits of the Dead (Tre passi nel delirio) (1968)
1640,1551,"Glass Shield, The (1994)"
1641,1631,"Slingshot, The (1993)"
1642,1542,"Scarlet Letter, The (1926)"
1643,1556,Condition Red (1995)
1644,1678,Mat' i syn (1997)
1645,1567,Careful (1992)
1646,1122,They Made Me a Criminal (1939)
1647,1201,Marlene Dietrich: Shadow and Light (1996) 
1648,1546,Shadows (Cienie) (1988)
1649,1627,"Wife, The (1995)"
1650,1676,"War at Home, The (1996)"
1651,1680,Sliding Doors (1998)
1652,1366,JLG/JLG - autoportrait de décembre (1994)
1653,1611,Intimate Relations (1996)
1654,1668,Wedding Bell Blues (1996)
1655,1564,To Cross the Rubicon (1991)
1656,1604,He Walked by Night (1948)
1657,1574,Pharaoh's Army (1995)
1658,1448,My Favorite Season (1993)
1659,1671,"Further Gesture, A (1996)"
1660,1625,Nightwatch (1997)
1661,1665,"Brother's Kiss, A (1997)"
1662,1325,August (1996)
1663,1670,Tainted (1998)
1664,1341,Hedd Wyn (1992)
1665,1352,Shadow of Angels (Schatten der Engel) (1976)
1666,1636,Brothers in Trouble (1995)
1667,1681,You So Crazy (1994)
1668,1638,Normal Life (1996)
1669,1667,"Next Step, The (1995)"
1670,1675,"Sunchaser, The (1996)"
1671,1460,Sleepover (1995)
1672,1594,Everest (1998)
1673,1626,Nobody Loves Me (Keiner liebt mich) (1994)
1674,1645,"Butcher Boy, The (1998)"
1675,1659,Getting Away With Murder (1996)
1676,1682,Scream of Stone (Schrei aus Stein) (1991)
1677,1674,Mamma Roma (1962)
1678,1640,"Eighth Day, The (1996)"
1679,1637,Girls Town (1996)
1680,1630,"Silence of the Palace, The (Saimt el Qusur) (1994)"
1681,1641,Dadetown (1995)
